sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,score_text,v_score_text,two_year_recid
Male,34,25 - 45,African-American,2,0,1,8,F,Medium,Low,0
Male,34,25 - 45,African-American,2,0,1,8,F,Medium,Low,0
Male,24,Less than 25,African-American,0,0,0,0,F,Low,Low,0
Male,55,Greater than 45,African-American,0,0,0,0,M,Low,Low,0
Male,55,Greater than 45,African-American,0,0,0,0,M,Low,Low,1
Female,23,Less than 25,African-American,0,0,0,0,F,sensitive,Medium,0
Female,23,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Female,23,Less than 25,African-American,0,0,0,3,F,High,Medium,0
Female,23,Less than 25,African-American,0,0,0,3,F,High,Medium,0
Male,24,Less than 25,Hispanic,0,0,0,0,F,Low,Low,0
Female,22,Less than 25,African-American,0,0,0,4,F,High,Medium,0
Female,22,Less than 25,African-American,0,0,0,4,F,high-pitched,Medium,0
Female,22,Less than 25,African-American,0,0,0,4,F,High,Medium,0
Female,22,Less than 25,African-American,0,0,0,4,F,High,Medium,0
Female,22,Less than 25,African-American,0,0,0,4,F,High,Medium,0
Male,77,Greater than 45,African-American,0,0,0,0,M,abject,Low,0
Male,52,Greater than 45,Caucasian,0,0,0,3,M,Low,Low,0
Male,21,Less than 25,African-American,0,0,1,1,F,High,High,0
Male,34,25 - 45,African-American,2,0,0,8,F,gamey,Medium,0
Male,34,25 - 45,African-American,2,0,0,8,F,high school,Medium,0
Male,34,25 - 45,African-American,2,0,0,8,F,High,Medium,0
Male,39,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,30,25 - 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,30,25 - 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,28,25 - 45,Hispanic,0,0,0,7,M,High,High,0
Male,53,Greater than 45,African-American,0,0,0,5,M,Low,Low,0
Male,30,25 - 45,African-American,0,0,0,3,M,Low,Low,0
Male,30,25 - 45,African-American,0,0,0,3,M,scurvy,Low,0
Male,26,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,26,25 - 45,African-American,0,0,0,0,F,depressed,Low,0
Male,26,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Female,51,Greater than 45,Caucasian,0,0,0,1,M,downhearted,Low,0
Male,34,25 - 45,African-American,0,0,0,2,F,Sir David Low,Low,0
Male,23,Less than 25,Caucasian,0,0,0,0,F,Low,Low,0
Male,32,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,42,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,38,25 - 45,African-American,1,5,0,8,M,Medium,Low,0
Male,21,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,F,metier,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,34,25 - 45,Hispanic,0,0,0,5,F,Medium,Low,0
Male,34,25 - 45,Hispanic,0,0,0,5,F,Medium,Low,0
Male,53,Greater than 45,Caucasian,0,0,0,8,M,Low,Low,0
Male,34,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,26,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,28,25 - 45,Hispanic,0,0,0,1,M,Medium,Low,0
Male,28,25 - 45,Hispanic,0,0,0,1,M,Medium,Low,0
Male,28,25 - 45,Hispanic,0,0,0,1,M,Medium,Low,0
Female,40,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,26,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,28,25 - 45,African-American,0,2,0,16,F,High,High,0
Male,28,25 - 45,African-American,0,2,0,16,F,High,High,0
Female,27,25 - 45,African-American,0,0,0,3,M,High,Medium,0
Male,25,25 - 45,Caucasian,0,0,0,5,F,Medium,Low,0
Male,54,Greater than 45,African-American,0,0,0,1,M,Low,Low,0
Male,25,25 - 45,Caucasian,0,0,0,2,M,Low,Medium,0
Male,25,25 - 45,Caucasian,0,0,0,2,M,Low,Medium,1
Female,41,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,Other,0,0,0,3,F,High,Medium,0
Male,25,25 - 45,Other,0,0,0,3,F,High,Medium,0
Male,34,25 - 45,Hispanic,0,0,0,1,M,Low,Low,0
Male,46,Greater than 45,Other,0,0,0,0,F,Low,Low,0
Male,46,Greater than 45,Other,0,0,0,0,F,depressed,Low,0
Male,22,Less than 25,African-American,0,0,1,0,F,Medium,High,0
Female,23,Less than 25,African-American,0,0,0,2,F,High,Medium,0
Female,23,Less than 25,African-American,0,0,0,2,F,senior high school,Medium,0
Female,23,Less than 25,African-American,0,0,0,2,F,eminent,Medium,0
Female,23,Less than 25,African-American,0,0,0,2,F,High,Medium,0
Male,21,Less than 25,African-American,0,0,0,1,F,Low,Medium,0
Male,27,25 - 45,Caucasian,0,0,0,1,M,Medium,Low,0
Male,45,Greater than 45,African-American,0,0,0,7,F,Low,Low,0
Male,45,Greater than 45,African-American,0,0,0,7,F,Low,Low,0
Male,46,Greater than 45,Hispanic,0,0,0,12,F,culture medium,Low,0
Male,46,Greater than 45,Hispanic,0,0,0,12,F,Medium,Low,0
Male,46,Greater than 45,Hispanic,0,0,0,12,F,Medium,Low,0
Female,31,25 - 45,Caucasian,0,0,0,9,F,Medium,Medium,0
Female,31,25 - 45,Caucasian,0,0,0,9,F,Medium,Medium,0
Female,31,25 - 45,Caucasian,0,0,0,9,F,mass medium,Medium,0
Female,31,25 - 45,Caucasian,0,0,0,9,F,Medium,Medium,0
Female,31,25 - 45,Caucasian,0,0,0,9,F,Medium,Medium,0
Female,31,25 - 45,Caucasian,0,0,0,9,F,Medium,Medium,0
Female,31,25 - 45,Caucasian,0,0,0,9,F,Medium,Medium,0
Female,31,25 - 45,Caucasian,0,0,0,9,F,Medium,Medium,0
Female,20,Less than 25,Caucasian,0,0,0,0,F,Medium,High,0
Male,45,Greater than 45,Caucasian,0,0,0,1,M,Low,Low,0
Female,34,25 - 45,African-American,0,1,0,5,F,Medium,Low,0
Male,28,25 - 45,African-American,1,0,0,12,F,Medium,Medium,0
Male,31,25 - 45,Other,0,0,0,2,M,Low,Low,0
Male,24,Less than 25,African-American,0,0,1,1,F,Medium,Low,0
Male,24,Less than 25,African-American,0,0,1,1,F,Medium,Low,0
Male,24,Less than 25,African-American,0,0,1,1,F,mass medium,Low,0
Female,28,25 - 45,Caucasian,0,0,0,6,M,High,High,0
Female,28,25 - 45,Caucasian,0,0,0,6,M,richly,High,0
Female,28,25 - 45,Caucasian,0,0,0,6,M,High,High,0
Female,28,25 - 45,Caucasian,0,0,0,6,M,High,High,0
Female,28,25 - 45,Caucasian,0,0,0,6,M,High,High,0
Female,28,25 - 45,Caucasian,0,0,0,6,M,High,High,0
Male,41,25 - 45,African-American,0,0,0,2,F,abject,Low,0
Female,23,Less than 25,Hispanic,0,0,0,7,F,High,Low,0
Female,23,Less than 25,Hispanic,0,0,0,7,F,gamy,Low,0
Male,36,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,37,25 - 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,35,25 - 45,African-American,0,0,2,3,M,Low,Low,0
Male,35,25 - 45,African-American,0,0,2,3,M,Low,Low,0
Male,20,Less than 25,African-American,1,0,0,1,F,High,Medium,0
Male,20,Less than 25,African-American,1,0,0,1,F,High,Medium,0
Male,20,Less than 25,African-American,1,0,0,1,F,High,Medium,0
Male,20,Less than 25,African-American,1,0,0,1,F,High,Medium,0
Male,20,Less than 25,African-American,1,0,0,1,F,High,Medium,0
Male,50,Greater than 45,African-American,0,0,0,2,F,Low,Low,0
Male,38,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,32,25 - 45,African-American,0,3,0,19,F,High,Low,0
Male,32,25 - 45,African-American,0,3,0,19,F,High,Low,0
Male,32,25 - 45,African-American,0,3,0,19,F,High,Low,0
Male,32,25 - 45,African-American,0,3,0,19,F,High,Low,0
Male,32,25 - 45,African-American,0,3,0,19,F,High,Low,0
Male,32,25 - 45,African-American,0,3,0,19,F,High,Low,0
Male,32,25 - 45,African-American,0,3,0,19,F,High,Low,0
Male,32,25 - 45,African-American,0,3,0,19,F,luxuriously,Low,0
Male,28,25 - 45,African-American,0,0,0,2,F,Medium,Medium,0
Male,28,25 - 45,African-American,0,0,0,2,F,Medium,Medium,0
Female,36,25 - 45,Caucasian,0,0,0,1,F,average,Low,0
Male,33,25 - 45,African-American,0,0,0,7,F,Medium,Low,0
Male,33,25 - 45,African-American,0,0,0,7,F,Medium,Low,0
Female,34,25 - 45,Caucasian,0,0,0,0,M,David Low,Low,0
Male,26,25 - 45,African-American,0,1,1,8,F,High,Medium,0
Male,26,25 - 45,African-American,0,1,1,8,F,High,Medium,0
Male,26,25 - 45,African-American,0,1,1,8,F,High,Medium,0
Male,26,25 - 45,African-American,0,1,1,8,F,High,Medium,0
Male,22,Less than 25,African-American,0,0,0,1,M,High,High,0
Male,22,Less than 25,African-American,0,0,0,1,M,High,High,0
Female,25,25 - 45,African-American,0,0,0,4,F,Medium,Low,0
Male,21,Less than 25,Hispanic,0,0,2,0,F,High,High,0
Male,21,Less than 25,Hispanic,0,0,2,0,F,High,High,0
Male,21,Less than 25,Hispanic,0,0,2,0,F,High,High,0
Male,21,Less than 25,Hispanic,0,0,2,0,F,High,High,0
Female,23,Less than 25,Caucasian,0,0,2,1,M,Low,Low,0
Male,34,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,34,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,30,25 - 45,African-American,0,0,0,2,F,High,Low,0
Male,30,25 - 45,African-American,0,0,0,2,F,High,Low,1
Male,69,Greater than 45,Caucasian,0,0,0,6,M,crushed,Low,0
Male,69,Greater than 45,Caucasian,0,0,0,6,M,Low,Low,0
Male,45,Greater than 45,African-American,0,0,0,13,F,Medium,Medium,0
Male,45,Greater than 45,African-American,0,0,0,13,F,intermediate,Medium,0
Male,25,25 - 45,African-American,0,0,0,11,M,High,Medium,0
Male,25,25 - 45,African-American,0,0,0,11,M,High,Medium,0
Male,25,25 - 45,African-American,0,0,0,11,M,High,Medium,0
Male,25,25 - 45,African-American,0,0,0,11,M,High,Medium,0
Female,56,Greater than 45,African-American,0,0,0,2,F,Low,Low,0
Female,27,25 - 45,African-American,0,0,0,0,M,scummy,Low,0
Male,33,25 - 45,African-American,0,0,0,3,F,Medium,Low,0
Male,33,25 - 45,African-American,0,0,0,3,F,intermediate,Low,0
Male,33,25 - 45,African-American,0,0,0,3,F,average,Low,0
Male,38,25 - 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,35,25 - 45,Caucasian,0,0,0,3,M,Low,Low,0
Male,35,25 - 45,Caucasian,0,0,0,3,M,Low,Low,0
Male,35,25 - 45,Caucasian,0,0,0,3,M,Low,Low,0
Male,34,25 - 45,Caucasian,0,0,0,13,F,High,Low,0
Male,34,25 - 45,Caucasian,0,0,0,13,F,High,Low,1
Male,37,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Female,55,Greater than 45,Caucasian,0,0,0,0,F,Medium,Medium,0
Female,55,Greater than 45,Caucasian,0,0,0,0,F,Medium,Medium,0
Male,23,Less than 25,Caucasian,0,0,0,1,F,Low,Low,0
Male,23,Less than 25,Caucasian,0,0,0,1,F,Low,Low,0
Male,43,25 - 45,Caucasian,0,0,0,1,M,down,Low,0
Male,27,25 - 45,African-American,0,5,1,27,M,High,High,0
Male,27,25 - 45,African-American,0,5,1,27,M,high-pitched,High,1
Male,26,25 - 45,African-American,0,0,0,7,F,Medium,Medium,0
Male,26,25 - 45,African-American,0,0,0,7,F,Medium,Medium,0
Male,37,25 - 45,Caucasian,0,0,0,3,M,Low,Low,0
Male,37,25 - 45,Caucasian,0,0,0,3,M,Low,Low,0
Female,42,25 - 45,Caucasian,0,0,0,4,M,Medium,Low,0
Female,42,25 - 45,Caucasian,0,0,0,4,M,Medium,Low,0
Female,42,25 - 45,Caucasian,0,0,0,4,M,Medium,Low,0
Male,27,25 - 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,41,25 - 45,Caucasian,0,0,0,1,F,Medium,Medium,0
Male,21,Less than 25,African-American,0,1,0,2,M,High,Medium,0
Male,21,Less than 25,African-American,0,1,0,2,M,High,Medium,0
Male,30,25 - 45,African-American,0,0,0,4,M,humbled,Low,1
Male,30,25 - 45,Caucasian,0,0,0,1,F,High,Low,0
Male,30,25 - 45,Caucasian,0,0,0,1,F,High,Low,0
Female,45,Greater than 45,Caucasian,0,0,0,0,F,High,Low,0
Female,45,Greater than 45,Caucasian,0,0,0,0,F,High,Low,0
Male,29,25 - 45,African-American,0,0,0,3,M,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,3,M,Low,Low,0
Male,23,Less than 25,African-American,0,0,0,2,F,heights,High,0
Male,23,Less than 25,African-American,0,0,0,2,F,High,High,0
Male,23,Less than 25,African-American,0,0,0,2,F,High,High,0
Male,28,25 - 45,African-American,0,0,0,4,F,High,High,0
Female,50,Greater than 45,African-American,0,0,0,2,M,Low,Low,0
Male,49,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,24,Less than 25,African-American,0,0,0,0,F,Low,Low,0
Male,24,Less than 25,African-American,0,0,0,0,F,Low,Low,0
Female,31,25 - 45,African-American,0,0,0,2,F,Medium,Low,0
Female,31,25 - 45,African-American,0,0,0,2,F,Medium,Low,0
Female,22,Less than 25,Caucasian,0,0,0,1,F,Low,Low,0
Female,22,Less than 25,Caucasian,0,0,0,1,F,Low,Low,0
Female,22,Less than 25,Caucasian,0,0,0,1,F,Low,Low,0
Male,40,25 - 45,African-American,0,0,0,8,M,culture medium,Low,0
Female,24,Less than 25,African-American,0,0,0,0,F,Low,Low,0
Male,33,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,33,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,33,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,40,25 - 45,African-American,0,0,0,11,M,Low,Low,1
Male,65,Greater than 45,Other,0,0,0,0,M,Low,Low,0
Male,65,Greater than 45,Other,0,0,0,0,M,Low,Low,0
Male,56,Greater than 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,21,Less than 25,African-American,0,0,0,0,M,Low,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,M,Low,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,M,Low,Medium,0
Male,21,Less than 25,African-American,0,0,0,0,M,Low,Medium,0
Male,42,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,22,Less than 25,Caucasian,0,0,0,1,F,Low,Medium,0
Male,22,Less than 25,Caucasian,0,0,0,1,F,Low,Medium,0
Male,21,Less than 25,Other,0,0,0,0,F,broken,Medium,0
Male,51,Greater than 45,African-American,0,0,0,4,F,Low,Low,0
Male,36,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,45,Greater than 45,African-American,0,0,0,0,F,Medium,Low,0
Male,45,Greater than 45,African-American,0,0,0,0,F,Medium,Low,0
Male,25,25 - 45,Hispanic,0,0,0,3,F,Medium,Low,1
Male,30,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Female,21,Less than 25,Caucasian,0,0,0,0,F,culture medium,Medium,0
Female,21,Less than 25,Caucasian,0,0,0,0,F,Medium,Medium,0
Male,44,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,25,25 - 45,Hispanic,0,1,1,2,F,Low,Low,0
Male,38,25 - 45,Hispanic,0,0,0,0,F,depleted,Low,0
Male,28,25 - 45,Caucasian,0,0,0,3,M,Medium,Low,0
Male,28,25 - 45,Caucasian,0,0,0,3,M,Medium,Low,0
Male,28,25 - 45,Caucasian,0,0,0,3,M,Medium,Low,0
Male,28,25 - 45,Caucasian,0,0,0,3,M,Medium,Low,0
Male,41,25 - 45,African-American,0,0,0,3,M,Low,Low,0
Male,41,25 - 45,African-American,0,0,0,3,M,Low,Low,0
Male,34,25 - 45,Caucasian,0,0,0,4,M,Medium,Low,0
Female,22,Less than 25,Caucasian,0,0,0,0,F,Medium,Medium,0
Female,22,Less than 25,Caucasian,0,0,0,0,F,Medium,Medium,0
Female,22,Less than 25,Caucasian,0,0,0,0,F,Medium,Medium,0
Female,22,Less than 25,Caucasian,0,0,0,0,F,Medium,Medium,0
Female,22,Less than 25,Caucasian,0,0,0,0,F,Medium,Medium,0
Female,22,Less than 25,Caucasian,0,0,0,0,F,Medium,Medium,0
Male,32,25 - 45,African-American,0,1,0,4,F,high,Medium,0
Male,42,25 - 45,Hispanic,0,0,0,1,F,Low,Low,0
Male,29,25 - 45,Other,0,0,0,8,F,Medium,Medium,0
Male,29,25 - 45,Other,0,0,0,8,F,Medium,Medium,1
Male,24,Less than 25,African-American,1,0,1,9,F,in high spirits,High,0
Male,24,Less than 25,African-American,1,0,1,9,F,High,High,0
Male,20,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,0
Male,21,Less than 25,Hispanic,0,0,0,0,F,Low,Medium,0
Female,36,25 - 45,Caucasian,0,0,0,1,F,Medium,Low,0
Female,40,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,47,Greater than 45,African-American,0,0,0,12,F,Medium,Low,0
Male,47,Greater than 45,African-American,0,0,0,12,F,Medium,Low,0
Male,22,Less than 25,African-American,0,0,0,3,F,High,High,0
Male,37,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Female,37,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Female,23,Less than 25,African-American,0,0,0,2,F,Medium,Medium,1
Male,55,Greater than 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,19,Less than 25,African-American,0,0,0,1,F,Low,Medium,1
Male,29,25 - 45,African-American,0,0,0,17,F,High,Medium,0
Male,29,25 - 45,African-American,0,0,0,17,F,High,Medium,0
Male,56,Greater than 45,Hispanic,0,0,0,0,F,Low,Low,0
Male,26,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,26,25 - 45,Caucasian,0,0,0,1,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,4,F,High,High,0
Male,25,25 - 45,African-American,0,0,0,4,F,High,High,0
Male,23,Less than 25,Caucasian,0,0,0,2,F,Medium,Medium,0
Male,24,Less than 25,Other,0,0,0,1,F,Medium,Low,0
Male,24,Less than 25,Other,0,0,0,1,F,Medium,Low,0
Female,27,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,36,25 - 45,Other,0,0,0,0,F,Low,Low,0
Male,36,25 - 45,Other,0,0,0,0,F,Low,Low,0
Male,43,25 - 45,African-American,0,0,0,4,F,Low,Low,0
Male,43,25 - 45,African-American,0,0,0,4,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,0,M,Low,Medium,0
Male,25,25 - 45,African-American,0,0,0,0,M,Low,Medium,0
Male,48,Greater than 45,Caucasian,0,0,0,3,F,Low,Low,0
Male,48,Greater than 45,Caucasian,0,0,0,3,F,Low,Low,0
Male,48,Greater than 45,Caucasian,0,0,0,3,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,39,25 - 45,Caucasian,0,0,0,17,F,Low,Low,0
Male,39,25 - 45,Caucasian,0,0,0,17,F,Low,Low,0
Male,39,25 - 45,Caucasian,0,0,0,17,F,Low,Low,0
Male,39,25 - 45,Caucasian,0,0,0,17,F,Low,Low,0
Male,39,25 - 45,Caucasian,0,0,0,17,F,Low,Low,0
Female,33,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Male,48,Greater than 45,Caucasian,0,0,0,1,M,downcast,Low,0
Male,22,Less than 25,Caucasian,0,0,0,2,M,High,Medium,0
Male,36,25 - 45,Caucasian,0,0,0,0,F,Low,Medium,0
Male,36,25 - 45,Caucasian,0,0,0,0,F,Low,Medium,0
Male,36,25 - 45,Caucasian,0,0,0,0,F,Low,Medium,0
Male,26,25 - 45,African-American,0,0,0,6,M,High,Medium,0
Male,26,25 - 45,African-American,0,0,0,6,M,High,Medium,0
Male,26,25 - 45,African-American,0,0,0,6,M,High,Medium,0
Male,51,Greater than 45,African-American,0,0,0,8,M,low-down,Low,0
Male,51,Greater than 45,African-American,0,0,0,8,M,Low,Low,0
Male,67,Greater than 45,Caucasian,0,0,0,3,F,grim,Low,0
Male,60,Greater than 45,African-American,0,0,0,2,M,Low,Low,0
Male,20,Less than 25,African-American,0,0,0,0,F,High,High,0
Female,43,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,22,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,22,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,22,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Male,22,Less than 25,African-American,0,0,0,0,F,Medium,Medium,0
Female,24,Less than 25,Caucasian,0,0,0,0,M,Medium,Low,0
Female,24,Less than 25,Caucasian,0,0,0,0,M,Medium,Low,0
Male,35,25 - 45,African-American,0,0,0,2,F,Low,Low,0
Male,57,Greater than 45,African-American,0,0,0,12,F,High,Low,0
Male,57,Greater than 45,African-American,0,0,0,12,F,High,Low,0
Male,57,Greater than 45,African-American,0,0,0,12,F,High,Low,0
Male,57,Greater than 45,African-American,0,0,0,12,F,High,Low,0
Male,57,Greater than 45,African-American,0,0,0,12,F,High,Low,0
Male,25,25 - 45,Caucasian,0,0,0,6,M,Medium,Medium,0
Male,25,25 - 45,Caucasian,0,0,0,6,M,Medium,Medium,0
Male,25,25 - 45,Caucasian,0,0,0,6,M,Medium,Medium,1
Male,55,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Female,52,Greater than 45,African-American,0,0,0,0,M,Low,Low,0
Female,33,25 - 45,African-American,0,0,0,0,M,high,Medium,0
Male,30,25 - 45,Other,0,0,0,0,F,Low,Low,0
Male,32,25 - 45,African-American,0,0,0,3,F,Medium,Low,0
Male,32,25 - 45,African-American,0,0,0,3,F,Medium,Low,0
Male,48,Greater than 45,Caucasian,0,0,0,1,F,Medium,Low,0
Male,20,Less than 25,African-American,1,2,0,5,F,High,High,0
Male,20,Less than 25,African-American,1,2,0,5,F,high-pitched,High,0
Male,20,Less than 25,African-American,1,2,0,5,F,High,High,0
Male,67,Greater than 45,African-American,0,0,0,8,F,Low,Low,0
Male,31,25 - 45,African-American,0,0,0,7,M,Low,Low,0
Male,54,Greater than 45,Caucasian,0,0,0,10,F,Medium,Low,0
Male,54,Greater than 45,Caucasian,0,0,0,10,F,Medium,Low,0
Male,21,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,0
Male,21,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,0
Male,21,Less than 25,Caucasian,0,0,0,0,F,Low,Medium,0
Male,30,25 - 45,African-American,0,0,0,4,M,High,Low,0
Male,55,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,55,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,25,25 - 45,African-American,0,0,0,0,F,Medium,Medium,0
Male,25,25 - 45,African-American,0,0,0,0,F,Medium,Medium,0
Male,25,25 - 45,African-American,0,0,0,0,F,Medium,Medium,0
Male,47,Greater than 45,African-American,0,0,0,17,F,High,Low,0
Male,47,Greater than 45,African-American,0,0,0,17,F,High,Low,0
Male,58,Greater than 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,27,25 - 45,African-American,0,0,0,10,F,High,High,0
Male,27,25 - 45,African-American,0,0,0,10,F,High,High,0
Male,27,25 - 45,African-American,0,0,0,10,F,senior high,High,0
Male,22,Less than 25,African-American,0,0,0,0,F,Low,Medium,0
Male,42,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,37,25 - 45,African-American,0,0,0,8,F,spiritualist,Low,0
Male,37,25 - 45,African-American,0,0,0,8,F,medium,Low,0
Male,68,Greater than 45,Caucasian,0,0,0,7,F,Medium,Medium,1
Male,25,25 - 45,Native American,0,0,0,1,M,Medium,Low,0
Male,25,25 - 45,Native American,0,0,0,1,M,Medium,Low,0
Male,23,Less than 25,African-American,0,0,0,3,F,in high spirits,High,0
Male,23,Less than 25,African-American,0,0,0,3,F,High,High,0
Male,23,Less than 25,African-American,0,0,0,3,F,High,High,0
Female,49,Greater than 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,60,Greater than 45,African-American,0,0,0,0,F,Low,Low,0
Male,37,25 - 45,Caucasian,0,0,0,0,F,Medium,Low,0
Female,42,25 - 45,African-American,0,0,0,1,F,Low,Low,0
Male,22,Less than 25,Caucasian,0,0,0,5,M,Medium,Low,0
Male,22,Less than 25,Caucasian,0,0,0,5,M,Medium,Low,0
Male,22,Less than 25,Caucasian,0,0,0,5,M,Medium,Low,0
Male,30,25 - 45,African-American,0,0,0,4,M,Low,Low,0
Male,34,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,34,25 - 45,African-American,0,0,0,1,M,Low,Low,0
Male,53,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,53,Greater than 45,Caucasian,0,0,0,0,F,Low,Low,0
Male,28,25 - 45,Other,0,0,0,0,M,Low,Low,0
Male,37,25 - 45,Caucasian,0,0,0,4,M,Medium,Medium,1
Male,50,Greater than 45,Caucasian,0,0,0,19,F,Low,Low,0
Male,29,25 - 45,African-American,0,0,0,7,F,Medium,Low,0
Male,29,25 - 45,African-American,0,0,0,7,F,Medium,Low,0
Male,29,25 - 45,African-American,0,0,0,7,F,Medium,Low,0
Female,24,Less than 25,Caucasian,0,0,0,0,F,Low,Low,0
Female,41,25 - 45,African-American,0,0,0,8,F,High,Low,0
Female,41,25 - 45,African-American,0,0,0,8,F,High,Low,0
Male,52,Greater than 45,Hispanic,0,0,0,0,M,Low,Low,0
Male,36,25 - 45,Caucasian,0,0,0,2,M,Low,Low,0
Male,26,25 - 45,Caucasian,0,0,0,2,F,Low,Low,0
Male,24,Less than 25,Caucasian,0,0,0,0,F,Low,Low,0
Male,27,25 - 45,African-American,0,0,0,0,F,Medium,Medium,0
Female,37,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,35,25 - 45,Caucasian,0,0,0,0,M,Low,Low,0
Male,31,25 - 45,African-American,0,0,0,1,F,Medium,Medium,0
Male,31,25 - 45,African-American,0,0,0,1,F,Medium,Medium,0
Male,37,25 - 45,Hispanic,0,0,0,1,F,Low,Low,0
Male,23,Less than 25,African-American,0,0,0,3,F,Medium,Medium,0
Male,23,Less than 25,African-American,0,0,0,3,F,Medium,Medium,0
Male,33,25 - 45,African-American,0,0,0,5,F,Low,Low,0
Male,33,25 - 45,African-American,0,0,0,5,F,Low,Low,0
Male,58,Greater than 45,Caucasian,0,0,0,5,M,Low,Low,0
Male,58,Greater than 45,Caucasian,0,0,0,5,M,Low,Low,0
Male,58,Greater than 45,Caucasian,0,0,0,5,M,Low,Low,0
Male,54,Greater than 45,African-American,0,0,0,8,F,Medium,Medium,0
Male,54,Greater than 45,African-American,0,0,0,8,F,Medium,Medium,0
Female,62,Greater than 45,Caucasian,0,0,0,1,M,Low,Low,0
Male,23,Less than 25,Other,0,0,0,0,F,Medium,High,0
Female,41,25 - 45,African-American,0,0,0,0,F,Low,Low,0
Male,33,25 - 45,Hispanic,0,0,0,0,M,low gear,Low,0
Male,33,25 - 45,African-American,0,0,0,0,M,Low,Low,0
Female,25,25 - 45,Caucasian,0,0,0,1,M,Low,Low,0
